icd_code,n,d,rate
C7911,0,1,0.0
C792,0,1,0.0
C7931,1,15,0.06666666666666667
C7951,1,12,0.08333333333333333
C7952,0,2,0.0
C7970,0,1,0.0
C7989,0,2,0.0
C801,1,2,0.5
C8190,1,3,0.3333333333333333
C8290,0,1,0.0
C8310,0,3,0.0
C8330,1,4,0.25
C8339,0,1,0.0
C8350,0,1,0.0
C8370,0,1,0.0
C8380,0,1,0.0
C8444,0,1,0.0
C84A0,0,2,0.0
C8510,1,2,0.5
C8520,0,1,0.0
C8580,0,3,0.0
C8590,0,2,0.0
C8598,0,1,0.0
C9000,1,24,0.041666666666666664
C9030,0,1,0.0
C9110,0,8,0.0
C9201,0,1,0.0
C9210,1,6,0.16666666666666666
C92Z1,0,1,0.0
C9500,0,1,0.0
D039,0,1,0.0
D0581,0,2,0.0
D0590,0,1,0.0
D110,0,1,0.0
D119,0,1,0.0
D130,0,1,0.0
D170,0,1,0.0
D171,0,2,0.0
D1779,0,1,0.0
D1809,0,3,0.0
D181,0,2,0.0
D200,0,1,0.0
D2122,0,1,0.0
D219,0,2,0.0
D250,0,1,0.0
D251,0,4,0.0
D252,0,2,0.0
D259,1,66,0.015151515151515152
D270,0,3,0.0
D271,1,5,0.2
D279,0,1,0.0
D320,0,2,0.0
D333,0,1,0.0
D352,0,3,0.0
D45,0,3,0.0
D469,1,4,0.25
D472,0,1,0.0
D473,0,4,0.0
D481,0,1,0.0
D490,0,1,0.0
D492,0,3,0.0
D496,0,1,0.0
D497,0,1,0.0
D500,0,2,0.0
D508,0,1,0.0
D509,0,17,0.0
D528,0,1,0.0
D539,0,3,0.0
D550,0,1,0.0
D561,0,1,0.0
D5700,1,35,0.02857142857142857
D571,0,2,0.0
D573,0,1,0.0
D57811,0,1,0.0
D591,0,1,0.0
D599,0,1,0.0
D61818,0,3,0.0
D62,1,6,0.16666666666666666
D638,0,1,0.0
D644,0,2,0.0
D6489,2,12,0.16666666666666666
D649,8,168,0.047619047619047616
D66,0,5,0.0
D680,0,4,0.0
D682,1,6,0.16666666666666666
D6851,0,7,0.0
D6861,0,1,0.0
D6862,0,1,0.0
D688,0,1,0.0
D690,0,1,0.0
D692,0,3,0.0
D693,0,5,0.0
D6941,0,3,0.0
D6959,0,1,0.0
D696,2,26,0.07692307692307693
D698,0,1,0.0
D708,0,2,0.0
D709,0,3,0.0
D721,1,1,1.0
D72818,1,2,0.5
D72819,1,4,0.25
D72825,0,1,0.0
D72829,0,41,0.0
D735,0,4,0.0
D751,0,2,0.0
D7581,0,1,0.0
D803,0,1,0.0
D839,0,1,0.0
D841,0,2,0.0
D860,0,1,0.0
D861,0,1,0.0
D8689,0,4,0.0
D869,1,17,0.058823529411764705
D891,0,1,0.0
D8949,0,1,0.0
D89813,0,1,0.0
E000,0,1,0.0
E0010,0,4,0.0
E0011,0,25,0.0
E002,0,1,0.0
E0020,0,1,0.0
E0021,0,2,0.0
E0025,0,1,0.0
E0026,0,1,0.0
E0027,0,2,0.0
E0030,0,6,0.0
E0031,0,9,0.0
E0032,0,13,0.0
E0040,0,4,0.0
E0049,0,1,0.0
E0050,0,5,0.0
E0053,0,1,0.0
E0054,0,1,0.0
E0060,0,10,0.0
E0062,0,3,0.0
E0063,0,4,0.0
E0064,0,49,0.0
E0065,0,1,0.0
E0069,0,1,0.0
E0070,0,9,0.0
E0071,0,6,0.0
E0072,0,4,0.0
E0073,0,16,0.0
E0074,0,2,0.0
E0075,0,28,0.0
E0076,0,58,0.0
E0077,0,5,0.0
E0079,0,3,0.0
E0080,0,2,0.0
E0082,0,4,0.0
E0083,0,3,0.0
E0084,0,4,0.0
E0089,0,2,0.0
E0090,0,2,0.0
E0091,0,1,0.0
E0092,0,4,0.0
E0102,0,10,0.0
E0103,0,1,0.0
E0109,0,2,0.0
E0160,0,8,0.0
E0161,0,3,0.0
E0190,0,7,0.0
E0291,0,3,0.0
E038,0,47,0.0
E039,4,291,0.013745704467353952
E041,0,7,0.0
E042,0,6,0.0
E049,0,1,0.0
E0500,0,5,0.0
E0580,0,2,0.0
E0590,0,3,0.0
E063,0,2,0.0
E069,0,1,0.0
E0789,0,8,0.0
E079,0,2,0.0
E09649,0,1,0.0
E0965,0,1,0.0
E1010,0,5,0.0
E1022,1,4,0.25
E103293,0,1,0.0
E1040,0,2,0.0
E1043,0,10,0.0
E1049,0,1,0.0
E1051,0,1,0.0
E10621,1,9,0.1111111111111111
E10649,0,43,0.0
E1065,2,76,0.02631578947368421
E108,1,1,1.0
E109,7,219,0.0319634703196347
E1110,1,1,1.0
E1121,2,5,0.4
E1122,2,46,0.043478260869565216
E11319,0,3,0.0
E113291,0,1,0.0
E11351,0,1,0.0
E1140,2,24,0.08333333333333333
E1142,0,8,0.0
E1143,2,9,0.2222222222222222
E1152,1,3,0.3333333333333333
E11621,3,22,0.13636363636363635
E11622,0,1,0.0
E11628,0,1,0.0
E11649,0,57,0.0
E1165,5,130,0.038461538461538464
E118,0,12,0.0
E119,33,1633,0.02020820575627679
E1310,0,3,0.0
E1322,0,1,0.0
E160,0,1,0.0
E161,1,9,0.1111111111111111
E162,1,22,0.045454545454545456
E208,0,1,0.0
E213,0,1,0.0
E221,0,1,0.0
E236,0,3,0.0
E271,0,7,0.0
E272,0,1,0.0
E2740,0,3,0.0
E2749,0,1,0.0
E278,0,1,0.0
E279,0,2,0.0
E282,0,8,0.0
E340,0,3,0.0
E46,0,2,0.0
E531,1,2,0.5
E611,0,1,0.0
E6601,0,2,0.0
E668,0,1,0.0
E669,0,1,0.0
E7140,0,1,0.0
E7229,0,1,0.0
E780,7,343,0.02040816326530612
E7800,17,831,0.02045728038507822
E7801,0,2,0.0
E781,0,1,0.0
E782,0,1,0.0
E785,4,335,0.011940298507462687
E786,0,1,0.0
E789,0,2,0.0
E8020,0,2,0.0
E804,0,1,0.0
E8041,0,2,0.0
E806,0,2,0.0
E8110,0,13,0.0
E8111,0,1,0.0
E8120,2,749,0.0026702269692923898
E8121,0,271,0.0
E8122,1,39,0.02564102564102564
E8126,0,1,0.0
E8129,1,6,0.16666666666666666
E8130,0,1,0.0
E8131,0,2,0.0
E8136,1,49,0.02040816326530612
E8140,0,1,0.0
E8142,0,1,0.0
E8147,2,110,0.01818181818181818
E8150,0,31,0.0
E8151,0,11,0.0
E8152,0,1,0.0
E8160,0,5,0.0
E8161,0,1,0.0
E8170,0,6,0.0
E8171,0,4,0.0
E8179,0,5,0.0
E8180,0,5,0.0
E8181,0,3,0.0
E8182,0,3,0.0
E8187,0,2,0.0
E8204,0,1,0.0
E8208,0,1,0.0
E8210,0,1,0.0
E8250,0,6,0.0
E8251,0,1,0.0
E8257,0,1,0.0
E8260,0,4,0.0
E8261,0,121,0.0
E8263,0,1,0.0
E8270,0,4,0.0
E8278,0,1,0.0
E8282,0,5,0.0
E8289,0,1,0.0
E8294,0,1,0.0
E8298,0,1,0.0
E8322,0,1,0.0
E8332,0,1,0.0
E8339,0,6,0.0
E8342,0,9,0.0
E8351,0,6,0.0
E8352,0,3,0.0
E8359,1,1,1.0
E8383,0,1,0.0
E849,1,3,0.3333333333333333
E8500,0,24,0.0
E8501,0,1,0.0
E8502,0,6,0.0
E8504,0,2,0.0
E8528,0,1,0.0
E8529,0,2,0.0
E8532,0,5,0.0
E8538,0,1,0.0
E854,0,1,0.0
E8540,1,5,0.2
E8541,0,1,0.0
E8542,0,7,0.0
E8543,0,2,0.0
E8550,0,3,0.0
E8551,0,1,0.0
E8555,0,1,0.0
E856,0,1,0.0
E8580,0,5,0.0
E8581,0,2,0.0
E8582,0,2,0.0
E8583,0,5,0.0
E8585,0,3,0.0
E8586,0,2,0.0
E8587,1,3,0.3333333333333333
E8588,1,6,0.16666666666666666
E8589,0,3,0.0
E860,7,350,0.02
E861,0,19,0.0
E8613,0,3,0.0
E8634,0,1,0.0
E8640,0,1,0.0
E8643,0,2,0.0
E8652,0,1,0.0
E8654,0,14,0.0
E8668,0,1,0.0
E8669,0,2,0.0
E8689,0,1,0.0
E8698,0,3,0.0
E8699,0,2,0.0
E870,0,8,0.0
E8704,0,1,0.0
E871,1,32,0.03125
E872,1,16,0.0625
E8720,0,1,0.0
E873,0,1,0.0
E875,5,98,0.05102040816326531
E876,1,88,0.011363636363636364
E8770,0,2,0.0
E878,0,6,0.0
E8780,0,1,0.0
E8781,0,7,0.0
E8782,2,8,0.25
E8783,4,54,0.07407407407407407
E8785,0,2,0.0
E8788,3,115,0.02608695652173913
E8789,0,1,0.0
E8791,0,5,0.0
E8793,0,1,0.0
E8794,0,13,0.0
E8796,1,31,0.03225806451612903
E8797,0,1,0.0
E8798,0,52,0.0
E8799,8,140,0.05714285714285714
E8800,1,9,0.1111111111111111
E8801,0,64,0.0
E8809,1,307,0.003257328990228013
E8810,0,29,0.0
E8811,0,1,0.0
E882,0,6,0.0
E8830,0,1,0.0
E8839,0,6,0.0
E8842,0,14,0.0
E8843,0,11,0.0
E8844,1,31,0.03225806451612903
E8845,0,4,0.0
E8846,0,1,0.0
E8849,0,80,0.0
E8851,0,2,0.0
E8852,0,9,0.0
E8853,0,6,0.0
E8854,0,3,0.0
E8859,4,628,0.006369426751592357
E8860,0,1,0.0
E8869,0,4,0.0
E887,0,4,0.0
E8880,0,11,0.0
E8881,2,104,0.019230769230769232
E8888,7,256,0.02734375
E8889,16,1355,0.011808118081180811
E8902,1,9,0.1111111111111111
E8903,0,1,0.0
E8912,0,4,0.0
E8913,0,1,0.0
E892,0,1,0.0
E894,0,1,0.0
E897,0,2,0.0
E899,0,1,0.0
E9000,0,8,0.0
E9010,1,9,0.1111111111111111
E9041,0,1,0.0
E9043,0,2,0.0
E9051,0,2,0.0
E9053,0,12,0.0
E9060,0,84,0.0
E9063,0,22,0.0
E9064,0,76,0.0
E9065,0,2,0.0
E9068,0,7,0.0
E9108,0,1,0.0
E914,0,36,0.0
E915,0,91,0.0
E916,0,113,0.0
E9170,0,235,0.0
E9174,0,1,0.0
E9175,0,10,0.0
E9177,0,1,0.0
E9178,0,1,0.0
E9179,7,959,0.0072992700729927005
E918,0,118,0.0
E9192,0,1,0.0
E9194,0,25,0.0
E9198,0,16,0.0
E9199,0,5,0.0
E9201,0,31,0.0
E9202,0,14,0.0
E9203,0,227,0.0
E9204,0,45,0.0
E9205,0,90,0.0
E9208,4,679,0.005891016200294551
E9209,0,7,0.0
E9220,0,1,0.0
E9228,0,1,0.0
E9229,0,2,0.0
E9230,0,1,0.0
E9240,0,41,0.0
E9241,0,18,0.0
E9242,0,5,0.0
E9248,0,38,0.0
E9249,0,2,0.0
E9250,0,4,0.0
E9252,0,1,0.0
E9258,0,4,0.0
E9259,0,4,0.0
E9260,0,1,0.0
E9261,0,5,0.0
E9262,0,2,0.0
E9270,3,628,0.004777070063694267
E9273,0,9,0.0
E9278,1,306,0.0032679738562091504
E9279,0,10,0.0
E9283,0,15,0.0
E9285,0,8,0.0
E9287,0,1,0.0
E9288,1,118,0.00847457627118644
E9289,10,556,0.017985611510791366
E9290,0,5,0.0
E9292,0,1,0.0
E9293,0,17,0.0
E9298,0,6,0.0
E9299,0,1,0.0
E9300,1,14,0.07142857142857142
E9303,2,3,0.6666666666666666
E9304,0,5,0.0
E9305,0,8,0.0
E9308,1,6,0.16666666666666666
E9309,0,2,0.0
E9310,1,15,0.06666666666666667
E9314,0,1,0.0
E9315,0,3,0.0
E9317,0,3,0.0
E9319,0,3,0.0
E9320,0,2,0.0
E9323,0,5,0.0
E9330,0,2,0.0
E9331,0,7,0.0
E9334,0,1,0.0
E9335,0,1,0.0
E9340,0,1,0.0
E9342,0,17,0.0
E9348,0,2,0.0
E9352,2,19,0.10526315789473684
E9353,0,1,0.0
E9354,0,2,0.0
E9356,1,6,0.16666666666666666
E9359,0,1,0.0
E9363,0,7,0.0
E9364,0,2,0.0
E9370,0,1,0.0
E9378,0,2,0.0
E9379,0,3,0.0
E9384,0,1,0.0
E9385,0,2,0.0
E9390,0,7,0.0
E9391,0,4,0.0
E9392,0,2,0.0
E9393,0,3,0.0
E9394,0,2,0.0
E9397,0,1,0.0
E9411,0,2,0.0
E9426,0,1,0.0
E9429,0,6,0.0
E9432,0,1,0.0
E9438,0,1,0.0
E9447,0,1,0.0
E9452,0,1,0.0
E9460,0,1,0.0
E9461,0,1,0.0
E9465,0,1,0.0
E9466,0,1,0.0
E9478,0,29,0.0
E9479,4,109,0.03669724770642202
E9496,0,4,0.0
E9499,1,4,0.25
E9530,0,2,0.0
E9538,0,1,0.0
E956,0,10,0.0
E9581,0,1,0.0
E9588,0,1,0.0
E9600,0,15,0.0
E9650,0,2,0.0
E9654,0,9,0.0
E9659,0,1,0.0
E966,0,19,0.0
E9670,0,5,0.0
E9673,0,7,0.0
E9677,0,1,0.0
E9682,0,1,0.0
E9683,0,2,0.0
E9687,0,20,0.0
E9688,1,172,0.005813953488372093
E9689,3,108,0.027777777777777776
E969,0,2,0.0
E9792,0,1,0.0
E9799,0,1,0.0
F0150,0,5,0.0
F0280,2,15,0.13333333333333333
F0281,0,4,0.0
F0390,0,70,0.0
F0391,0,2,0.0
F061,0,1,0.0
F062,0,1,0.0
F0781,0,76,0.0
F1010,8,104,0.07692307692307693
F10120,0,13,0.0
F10129,91,1863,0.048845947396672036
F1014,1,1,1.0
F10180,0,1,0.0
F1020,0,37,0.0
F10220,0,2,0.0
F10229,55,381,0.14435695538057744
F10230,1,7,0.14285714285714285
F10239,2,62,0.03225806451612903
F10280,0,1,0.0
F1029,0,3,0.0
F10929,0,2,0.0
F1099,0,1,0.0
F1110,2,48,0.041666666666666664
F11120,0,1,0.0
F11129,0,7,0.0
F1120,0,16,0.0
F11229,0,4,0.0
F1123,1,17,0.058823529411764705
F11251,0,1,0.0
F1129,0,1,0.0
F1190,0,8,0.0
F11929,0,3,0.0
F1210,0,16,0.0
F12129,0,5,0.0
F12188,0,6,0.0
F1220,0,1,0.0
F12221,0,1,0.0
F1290,2,41,0.04878048780487805
F12920,0,1,0.0
F12922,0,1,0.0
F12929,0,25,0.0
F12950,0,1,0.0
F12980,0,6,0.0
F12988,0,1,0.0
F1310,0,2,0.0
F13129,0,1,0.0
F1320,0,2,0.0
F13230,0,1,0.0
F13239,0,4,0.0
F1390,0,1,0.0
F13929,0,1,0.0
F1410,1,25,0.04
F14129,0,5,0.0
F14188,0,1,0.0
F1420,0,6,0.0
F14229,0,1,0.0
F14251,0,1,0.0
F14288,0,1,0.0
F1490,0,11,0.0
F14920,0,1,0.0
F14929,0,2,0.0
F1510,0,7,0.0
F15129,0,8,0.0
F1520,0,3,0.0
F15251,0,1,0.0
F1590,0,5,0.0
F1593,0,2,0.0
F15980,0,1,0.0
F16122,0,1,0.0
F16129,0,1,0.0
F1690,0,3,0.0
F16929,0,2,0.0
F17200,0,1,0.0
F17210,0,50,0.0
F1910,2,33,0.06060606060606061
F19129,0,7,0.0
F1920,1,3,0.3333333333333333
F19230,0,1,0.0
F19239,0,2,0.0
F1990,0,2,0.0
F19929,0,1,0.0
F19939,0,1,0.0
F200,0,1,0.0
F2089,0,3,0.0
F209,0,26,0.0
F22,0,25,0.0
F23,0,1,0.0
F250,0,6,0.0
F258,0,4,0.0
F259,0,7,0.0
F29,2,16,0.125
F308,0,1,0.0
F309,1,3,0.3333333333333333
F310,0,2,0.0
F3110,0,1,0.0
F3111,0,1,0.0
F3113,0,1,0.0
F312,0,1,0.0
F3130,0,1,0.0
F315,0,1,0.0
F3181,0,1,0.0
F3189,1,10,0.1
F319,1,27,0.037037037037037035
F322,0,2,0.0
F323,0,1,0.0
F328,0,1,0.0
F3289,0,2,0.0
F329,6,347,0.01729106628242075
F331,0,2,0.0
F332,0,5,0.0
F333,0,2,0.0
F338,0,1,0.0
F339,0,2,0.0
F341,0,4,0.0
F39,0,10,0.0
F410,3,102,0.029411764705882353
F411,0,23,0.0
F418,1,16,0.0625
F419,15,631,0.02377179080824089
F42,0,1,0.0
F428,0,1,0.0
F429,0,1,0.0
F430,1,14,0.07142857142857142
F4310,0,18,0.0
F4320,0,11,0.0
F4321,0,8,0.0
F4322,0,14,0.0
F4323,0,11,0.0
F4324,0,1,0.0
F4329,0,7,0.0
F438,0,2,0.0
F439,0,14,0.0
F441,0,3,0.0
F444,0,1,0.0
F445,0,7,0.0
F447,0,1,0.0
F4489,0,1,0.0
F449,0,3,0.0
F458,0,4,0.0
F481,0,1,0.0
F5000,1,19,0.05263157894736842
F502,0,3,0.0
F508,0,1,0.0
F5089,0,2,0.0
F509,0,9,0.0
F5102,0,1,0.0
F5109,0,1,0.0
F513,0,1,0.0
F514,0,2,0.0
F515,0,1,0.0
F519,0,1,0.0
F5222,0,1,0.0
F53,0,1,0.0
F601,0,1,0.0
F602,0,4,0.0
F603,0,4,0.0
F609,0,1,0.0
F648,0,1,0.0
F6581,0,1,0.0
F6810,0,1,0.0
F70,1,1,1.0
F72,0,1,0.0
F79,0,2,0.0
F8081,0,1,0.0
F840,0,4,0.0
F845,0,4,0.0
F88,0,1,0.0
F908,0,1,0.0
F909,0,6,0.0
F918,0,1,0.0
F919,0,1,0.0
F951,0,1,0.0
F985,0,1,0.0
F99,0,1,0.0
G030,0,3,0.0
G039,0,1,0.0
G061,0,1,0.0
G10,0,3,0.0
G1221,1,4,0.25
G1223,0,1,0.0
G20,2,109,0.01834862385321101
G2402,0,2,0.0
G2409,0,3,0.0
G243,0,3,0.0
G245,0,1,0.0
G248,0,2,0.0
G249,0,1,0.0
G251,0,2,0.0
G252,0,2,0.0
G253,0,5,0.0
G2571,0,3,0.0
G2581,0,4,0.0
G308,0,3,0.0
G309,0,10,0.0
G3183,0,3,0.0
G35,0,108,0.0
G360,1,3,0.3333333333333333
G373,0,1,0.0
G40109,0,1,0.0
G40309,0,1,0.0
G40409,0,8,0.0
G40802,0,6,0.0
G4089,0,2,0.0
G40909,11,537,0.020484171322160148
G40A09,0,1,0.0
G43009,0,2,0.0
G43101,0,1,0.0
G43109,0,10,0.0
G43111,0,3,0.0
G43119,0,1,0.0
G43409,0,1,0.0
G43801,0,3,0.0
G43809,0,48,0.0
G43819,0,1,0.0
G43829,0,1,0.0
G43901,0,1,0.0
G43909,8,401,0.0199501246882793
G43911,0,1,0.0
G43919,0,4,0.0
G43A0,1,23,0.043478260869565216
G43A1,0,1,0.0
G43B0,0,1,0.0
G43B1,0,1,0.0
G44009,0,9,0.0
G44099,0,1,0.0
G44209,0,30,0.0
G44219,0,1,0.0
G44309,0,36,0.0
G44311,0,1,0.0
G44319,0,1,0.0
G4440,0,2,0.0
G4453,1,9,0.1111111111111111
G4482,0,4,0.0
G4483,0,1,0.0
G4484,0,1,0.0
G4489,1,3,0.3333333333333333
G454,0,3,0.0
G459,0,28,0.0
G4700,2,21,0.09523809523809523
G4709,1,5,0.2
G4730,0,1,0.0
G4733,0,1,0.0
G500,0,18,0.0
G510,0,101,0.0
G511,0,1,0.0
G513,0,2,0.0
G521,0,1,0.0
G540,0,4,0.0
G545,0,1,0.0
G546,0,1,0.0
G547,0,1,0.0
G5601,0,6,0.0
G5602,0,6,0.0
G5603,0,2,0.0
G5611,0,1,0.0
G5621,0,4,0.0
G5622,0,3,0.0
G5631,0,3,0.0
G5632,0,2,0.0
G5641,0,1,0.0
G5701,0,1,0.0
G5711,0,3,0.0
G5712,0,3,0.0
G5732,0,1,0.0
G5733,0,1,0.0
G588,0,1,0.0
G589,0,2,0.0
G609,0,1,0.0
G610,0,3,0.0
G6181,0,1,0.0
G621,0,1,0.0
G6289,0,2,0.0
G629,1,24,0.041666666666666664
G7000,0,8,0.0
G7001,0,1,0.0
G710,0,3,0.0
G7111,0,1,0.0
G723,0,1,0.0
G801,0,1,0.0
G808,0,2,0.0
G809,1,16,0.0625
G8220,0,2,0.0
G8250,0,2,0.0
G834,1,2,0.5
G8389,0,1,0.0
G8918,3,141,0.02127659574468085
G8928,0,1,0.0
G8929,7,175,0.04
G894,0,2,0.0
G902,0,1,0.0
G908,0,1,0.0
G912,0,1,0.0
G918,0,2,0.0
G919,0,3,0.0
G92,0,1,0.0
G930,0,2,0.0
G932,0,18,0.0
G9340,0,1,0.0
G936,0,3,0.0
G9389,1,13,0.07692307692307693
G939,0,8,0.0
G950,0,2,0.0
G9519,0,1,0.0
G9529,0,2,0.0
G9589,0,3,0.0
G959,0,1,0.0
G9619,0,1,0.0
G971,1,39,0.02564102564102564
H00011,0,10,0.0
H00012,0,9,0.0
H00013,0,2,0.0
H00014,0,26,0.0
H00015,0,8,0.0
H00021,0,4,0.0
H00023,0,1,0.0
H00024,0,2,0.0
H00025,0,4,0.0
H00033,0,2,0.0
H00034,0,5,0.0
H00035,0,1,0.0
H0011,0,10,0.0
H0013,0,1,0.0
H0014,1,11,0.09090909090909091
H0015,0,2,0.0
H01001,0,6,0.0
H01003,0,2,0.0
H01004,0,4,0.0
H01005,0,3,0.0
H01006,0,1,0.0
H019,0,1,0.0
H02401,0,10,0.0
H02402,0,6,0.0
H02403,0,1,0.0
H02841,0,5,0.0
H02844,0,4,0.0
H02846,0,2,0.0
H0289,0,3,0.0
H029,0,2,0.0
H04123,0,2,0.0
H04202,0,1,0.0
H04301,0,3,0.0
H05011,0,4,0.0
H05012,0,5,0.0
H05111,0,1,0.0
H05221,0,1,0.0
H05222,0,4,0.0
H05223,0,4,0.0
H10022,0,1,0.0
H1011,0,1,0.0
H1012,0,5,0.0
H1013,0,12,0.0
H10211,0,2,0.0
H10212,0,2,0.0
H1031,0,15,0.0
H1032,0,18,0.0
H1033,0,10,0.0
H10501,0,1,0.0
H10811,0,1,0.0
H1089,0,16,0.0
H109,0,112,0.0
H1110,0,1,0.0
H11151,0,1,0.0
H11152,0,1,0.0
H1131,0,29,0.0
H1132,0,30,0.0
H1133,0,1,0.0
H11421,0,3,0.0
H11422,0,2,0.0
H11423,0,1,0.0
H1189,0,2,0.0
H119,0,4,0.0
H15001,0,1,0.0
H15002,0,2,0.0
H15003,0,1,0.0
H15092,0,1,0.0
H15093,0,1,0.0
H15101,0,2,0.0
H15102,0,5,0.0
H1589,0,1,0.0
H16001,0,9,0.0
H16002,0,6,0.0
H16003,0,1,0.0
H16011,0,2,0.0
H16012,0,1,0.0
H16141,0,1,0.0
H16142,0,1,0.0
H16203,0,1,0.0
H16292,0,2,0.0
H168,0,9,0.0
H1820,0,1,0.0
H18732,0,1,0.0
H18821,0,11,0.0
H18822,0,4,0.0
H18823,0,2,0.0
H189,0,1,0.0
H2000,1,8,0.125
H20022,0,1,0.0
H209,0,11,0.0
H25041,0,1,0.0
H26101,0,1,0.0
H268,0,1,0.0
H269,0,4,0.0
H3091,0,1,0.0
H3092,0,3,0.0
H33012,0,1,0.0
H3322,0,3,0.0
H3323,0,1,0.0
H33311,0,1,0.0
H33312,0,3,0.0
H338,0,11,0.0
H3411,0,1,0.0
H34832,0,1,0.0
H35032,0,1,0.0
H353220,0,1,0.0
H3561,0,2,0.0
H3581,0,1,0.0
H40051,0,1,0.0
H40052,0,1,0.0
H40211,1,3,0.3333333333333333
H40212,0,2,0.0
H40213,0,1,0.0
H402210,0,1,0.0
H4089,0,2,0.0
H409,0,4,0.0
H4311,0,5,0.0
H4312,0,7,0.0
H43391,0,5,0.0
H43392,0,3,0.0
H43393,0,2,0.0
H43399,0,2,0.0
H43811,0,9,0.0
H43812,0,10,0.0
H43813,0,1,0.0
H468,0,2,0.0
H469,0,1,0.0
H47091,0,1,0.0
H4710,0,10,0.0
H4901,0,3,0.0
H4902,0,1,0.0
H4921,0,2,0.0
H4922,0,1,0.0
H510,0,1,0.0
H5120,0,1,0.0
H518,0,1,0.0
H5210,0,1,0.0
H52532,0,1,0.0
H527,0,1,0.0
H53121,0,5,0.0
H53122,0,2,0.0
H53123,0,3,0.0
H53129,0,1,0.0
H53131,0,2,0.0
H53132,0,1,0.0
H53143,0,1,0.0
H53149,0,2,0.0
H532,2,35,0.05714285714285714
H5340,0,2,0.0
H53411,0,1,0.0
H53453,0,2,0.0
H538,5,156,0.03205128205128205
H539,1,79,0.012658227848101266
H543,0,3,0.0
H5441,0,1,0.0
H5452,0,1,0.0
H5461,0,5,0.0
H5462,0,5,0.0
H547,0,1,0.0
H548,0,1,0.0
H5501,0,1,0.0
H5509,0,1,0.0
H5589,0,1,0.0
H5702,0,7,0.0
H5704,0,3,0.0
H5710,0,2,0.0
H5711,2,64,0.03125
H5712,2,58,0.034482758620689655
H5713,0,14,0.0
H578,0,29,0.0
H5789,0,13,0.0
H59311,0,1,0.0
H6001,0,9,0.0
H6002,0,9,0.0
H6011,0,8,0.0
H6012,1,5,0.2
H60391,0,1,0.0
H60392,0,1,0.0
H60501,0,1,0.0
H60502,0,2,0.0
H608X2,0,2,0.0
H608X3,0,1,0.0
H6090,1,2,0.5
H6091,1,42,0.023809523809523808
H6092,0,48,0.0
H6093,0,6,0.0
H61002,0,2,0.0
H61011,0,1,0.0
H6121,0,44,0.0
H6122,0,31,0.0
H6123,0,22,0.0
H61891,0,1,0.0
H61899,0,1,0.0
H6503,0,1,0.0
H6505,0,1,0.0
H65192,0,2,0.0
H6591,0,3,0.0
H6592,0,2,0.0
H66001,0,1,0.0
H66002,0,1,0.0
H6690,0,1,0.0
H6691,1,62,0.016129032258064516
H6692,0,82,0.0
H6693,0,4,0.0
H70001,0,1,0.0
H7191,0,2,0.0
H7291,0,6,0.0
H7292,0,5,0.0
H73011,0,1,0.0
H73012,0,1,0.0
H73891,0,1,0.0
H73892,0,2,0.0
H748X1,0,3,0.0
H8103,0,1,0.0
H8109,0,2,0.0
H8110,1,92,0.010869565217391304
H8111,0,4,0.0
H8112,0,4,0.0
H8113,0,5,0.0
H8120,0,4,0.0
H8121,0,1,0.0
H81391,0,1,0.0
H81392,0,1,0.0
H81399,0,65,0.0
H8149,0,1,0.0
H8190,0,2,0.0
H8302,0,1,0.0
H8303,0,1,0.0
H8309,0,4,0.0
H838X2,0,1,0.0
H905,0,2,0.0
H918X1,0,2,0.0
H918X2,0,2,0.0
H9191,0,1,0.0
H9192,0,4,0.0
H9193,0,1,0.0
H9201,0,43,0.0
H9202,0,55,0.0
H9203,0,24,0.0
H9209,0,2,0.0
H9311,0,9,0.0
H9312,0,7,0.0
H9313,0,1,0.0
H9319,0,6,0.0
H933X1,0,3,0.0
H933X2,0,2,0.0
H933X9,0,7,0.0
H938X1,0,4,0.0
H938X2,0,5,0.0
H938X3,0,1,0.0
H93A1,0,1,0.0
H9589,0,1,0.0
I080,0,1,0.0
I10,93,5087,0.018281895026538236
I110,0,4,0.0
I119,2,83,0.024096385542168676
I120,5,64,0.078125
I129,3,61,0.04918032786885246
I130,0,1,0.0
I1311,0,1,0.0
I132,0,11,0.0
I160,0,23,0.0
I161,0,2,0.0
I200,0,8,0.0
I208,0,1,0.0
I2119,1,2,0.5
I213,1,2,0.5
I214,1,4,0.25
I219,0,1,0.0
I249,0,1,0.0
I2510,3,206,0.014563106796116505
I252,0,5,0.0
I259,0,1,0.0
I2609,0,1,0.0
I2699,0,24,0.0
I2720,0,3,0.0
I2729,0,1,0.0
I280,0,1,0.0
I309,0,8,0.0
I313,0,5,0.0
I319,1,29,0.034482758620689655
I340,0,1,0.0
I341,0,4,0.0
I350,0,2,0.0
I420,0,1,0.0
I426,0,1,0.0
I428,0,1,0.0
I429,0,9,0.0
I440,0,1,0.0
I441,0,3,0.0
I442,0,2,0.0
I447,0,2,0.0
I4510,0,2,0.0
I456,0,7,0.0
I4581,0,3,0.0
I4589,0,1,0.0
I469,0,16,0.0
I470,0,1,0.0
I471,1,101,0.009900990099009901
I472,0,5,0.0
I480,1,29,0.034482758620689655
I4891,10,439,0.022779043280182234
I4892,1,29,0.034482758620689655
I491,0,6,0.0
I493,1,9,0.1111111111111111
I495,0,1,0.0
I498,0,5,0.0
